AOD,cummulative_cr_amount,cummulative_dr_amount,channel,output
36,95415,6221,0,0
30,58014,2558,0,0
31,60578,24428,0,0
37,24979,37029,1,0
28,66246,73346,1,1
36,60892,54255,1,0
20,45312,1240,1,0
33,78301,75260,1,0
33,95375,43296,1,0
23,72639,44845,0,0
39,47354,78903,1,0
31,53507,36371,1,0
24,46174,44828,0,0
36,55627,50774,0,0
30,63005,63417,0,0
39,99154,69877,1,0
36,4556,59412,1,0
35,19916,84496,0,0
25,95434,85576,1,1
25,41391,73137,1,0
35,87378,16904,1,0
32,78684,77049,1,0
32,99016,49648,0,0
25,84969,56510,0,0
20,4951,81723,0,0
21,4878,43715,0,0
34,38577,53746,0,0
37,69724,14895,1,0
25,74948,81055,0,0
39,72175,27135,0,0
27,35860,87308,0,0
28,22068,68808,0,0
28,69510,90949,1,1
20,39057,43993,0,0
34,82065,83321,1,0
36,82860,50710,0,0
20,9469,28857,0,0
37,92395,55180,1,0
37,82354,76507,0,0
31,46151,14362,0,0
22,33888,36054,1,0
34,99501,92077,0,0
30,81543,99886,1,0
21,84572,41268,1,1
36,45314,84892,1,0
26,30912,59558,0,0
24,9954,62996,1,0
38,36050,83297,1,0
34,55170,48780,0,0
22,48596,65744,0,0
27,70731,96918,1,1
26,12834,15616,1,0
27,82080,43101,0,0
32,53230,29249,1,0
24,13601,39070,1,0
38,55421,72420,1,0
26,96573,64074,0,0
28,25963,77406,0,0
22,54943,62503,0,0
38,22507,49948,1,0
28,92136,95603,0,0
37,62237,81558,1,0
36,41601,8772,1,0
33,20486,17311,1,0
34,72239,73257,0,0
39,58258,81610,1,0
21,28661,1625,1,0
33,15834,53554,1,0
20,37469,57971,1,0
24,31591,37658,0,0
31,60424,97799,0,0
20,4205,18013,1,0
27,46866,57606,0,0
31,47560,63612,0,0
28,45759,87983,0,0
33,36744,10802,0,0
29,9009,28019,0,0
31,54698,77107,0,0
28,84385,54927,0,0
30,64778,81218,0,0
20,74418,24992,1,0
26,15149,87086,0,0
34,80944,12970,0,0
21,99302,5616,0,0
38,18142,49413,1,0
39,32487,92516,1,0
32,12977,26201,1,0
28,23825,31910,0,0
30,53062,63609,0,0
35,69766,94202,1,0
37,47205,76977,1,0
26,13827,27209,1,0
32,28180,88070,1,0
33,19095,24123,1,0
20,39308,26254,0,0
24,22416,12643,1,0
28,10590,86248,0,0
39,84950,81370,1,0
40,54493,89448,0,0
38,68970,63803,0,0
32,30267,99232,1,0
21,11983,13677,0,0
33,99568,88941,0,0
26,19852,90288,1,0
25,10166,82749,1,0
26,44262,19964,0,0
31,28429,49888,1,0
28,22235,11680,1,0
40,4286,98753,0,0
21,82056,22143,1,0
22,2943,23003,1,0
26,29777,3978,0,0
36,24142,66964,0,0
36,32609,25894,0,0
36,18091,88518,1,0
30,67438,4760,0,0
32,36958,95477,0,0
22,64286,8702,0,0
37,12600,49807,0,0
24,95124,39756,0,0
20,25021,9602,1,0
29,74635,61863,0,0
38,78406,90879,1,0
32,58694,91693,0,0
27,56614,84912,0,0
33,94319,71426,1,0
28,3548,2194,0,0
25,15292,80248,0,0
29,80106,11539,1,0
22,62701,57750,0,0
29,17110,85962,0,0
22,42601,82761,0,0
24,75849,2097,0,0
34,41214,8337,0,0
29,32114,18660,1,0
34,44701,77274,1,0
35,93182,9291,1,0
39,95032,81003,1,0
36,71258,89756,1,0
31,84900,1328,1,0
38,29375,36154,1,0
30,77143,4843,1,0
37,22828,29952,1,0
21,57476,58090,0,0
40,33124,78984,1,0
20,8439,40062,1,0
40,45563,56944,0,0
27,36782,75460,0,0
40,47207,66005,1,0
35,19937,67527,0,0
35,46179,76044,0,0
24,3701,16400,1,0
34,58513,33693,1,0
38,25967,96245,0,0
31,83284,62556,1,0
36,35101,39815,1,0
34,99515,17522,0,0
21,86019,85167,1,1
29,87187,61398,0,0
26,56913,69840,1,1
25,26167,23767,0,0
31,3614,14189,0,0
36,46762,76431,1,0
23,96688,32125,1,0
28,13429,70525,1,0
40,70214,99576,1,0
40,93289,86611,0,0
32,41336,75761,1,0
31,40715,78768,0,0
40,33407,86690,1,0
25,82356,59931,0,0
24,75199,10649,1,0
28,17964,39743,1,0
24,27043,34386,1,0
22,50325,56270,1,1
29,85149,20284,1,0
22,11292,12158,1,0
33,62954,88502,0,0
28,30805,34382,1,0
32,54773,78588,1,0
31,71320,62145,0,0
27,77071,45573,0,0
27,34899,89976,1,0
22,4656,81374,1,0
29,87614,56427,1,1
26,10323,69497,1,0
32,18959,16152,1,0
22,19283,95014,1,0
26,13019,56600,1,0
24,96665,77162,0,0
31,96881,38019,1,0
24,50750,10932,0,0
20,3417,7434,0,0
26,51461,74629,0,0
35,30550,64610,1,0
39,12738,45238,0,0
37,25582,54682,0,0
29,55668,86779,1,1
24,70041,71609,0,0
31,75072,90361,0,0
31,48844,8769,0,0
27,75464,83582,0,0
29,49671,33426,1,0
26,11038,38070,1,0
38,96726,32671,0,0
31,50217,1712,0,0
27,83115,54005,1,1
35,95860,47986,0,0
39,92859,3088,1,0
34,86439,30609,0,0
38,24128,20899,0,0
31,12097,50245,0,0
35,86521,40791,1,0
30,36416,2170,0,0
37,79483,66760,1,0
38,32963,96446,0,0
25,60189,21640,0,0
22,41671,54335,1,0
37,44932,38779,0,0
39,42562,55563,0,0
38,43785,43447,0,0
31,84770,52994,0,0
32,93969,40526,0,0
33,96333,70529,0,0
36,1821,58261,0,0
24,77404,24868,1,0
35,15308,51214,1,0
38,3975,30375,0,0
40,92261,79406,0,0
39,20246,37659,1,0
33,39349,3018,1,0
37,82655,64936,1,0
38,55891,93373,0,0
24,86135,53859,1,1
22,20016,41815,0,0
22,65587,39472,0,0
25,51566,30361,1,0
21,85851,35647,1,0
23,53994,22053,1,0
23,39144,75840,0,0
35,2519,33214,1,0
27,31464,16327,0,0
20,15819,49566,1,0
27,81092,88224,1,1
39,42484,41632,0,0
37,23406,85534,0,0
33,22659,51152,0,0
35,22293,91065,1,0
27,95890,43548,1,1
33,88083,41694,0,0
32,25049,21506,0,0
20,82098,6082,1,0
20,15488,74574,1,0
33,62450,9545,1,0
20,40760,24827,1,0
39,88220,32563,1,0
34,31642,67267,0,0
23,63971,9899,0,0
34,26610,54074,1,0
33,52556,5963,0,0
22,79807,41367,0,0
35,15429,52282,1,0
26,59561,96667,1,1
22,14678,59726,1,0
34,35926,22665,1,0
26,88424,18740,1,0
29,16770,44331,0,0
39,4473,53038,0,0
33,36436,24893,0,0
32,86642,94178,0,0
22,34901,98475,1,0
36,16194,45032,0,0
40,49505,61585,1,0
28,37725,63407,1,0
36,27596,53557,1,0
36,44257,18543,1,0
33,70333,45997,1,0
28,19101,59624,0,0
21,75865,57302,0,0
33,95214,86863,1,0
38,48186,15332,1,0
34,42204,18546,0,0
35,6331,43295,1,0
23,89934,62671,0,0
25,10182,71150,1,0
24,50340,83655,1,1
33,77731,60545,0,0
23,11304,9852,0,0
20,24273,56653,1,0
30,95691,25648,0,0
23,90896,91499,1,1
32,67879,50529,0,0
20,6585,26467,0,0
31,99055,35895,0,0
38,67304,37166,0,0
35,45539,42234,0,0
35,3092,13365,0,0
34,20783,69138,0,0
33,57545,99842,0,0
36,88685,69488,1,0
25,9713,20809,0,0
33,53919,15418,0,0
39,83237,45070,1,0
22,2687,76858,0,0
22,71508,20089,1,0
25,38452,76688,0,0
34,78048,27940,0,0
34,39851,37465,1,0
24,16458,59779,0,0
38,9814,74742,0,0
35,98109,98068,1,0
25,97763,41762,0,0
33,23234,22141,1,0
25,86140,82783,0,0
23,89690,72758,1,1
38,64441,23449,1,0
34,85945,42796,0,0
31,48266,74775,1,0
21,83350,30570,0,0
30,56291,99806,1,0
20,65125,29060,0,0
39,69630,91157,1,0
35,78395,78644,1,0
32,64809,52499,1,0
36,37064,98020,1,0
30,73087,17989,1,0
30,12901,94198,0,0
34,97115,80073,1,0
28,19552,64365,0,0
31,67780,78618,1,0
35,90686,76454,1,0
34,23147,25269,1,0
22,8238,83131,0,0
37,75288,9343,1,0
30,8803,49094,1,0
30,6181,58141,0,0
22,66761,47747,0,0
34,78498,76030,1,0
33,56341,5030,0,0
28,33901,28641,0,0
21,19181,85446,1,0
22,15989,67732,0,0
40,56950,5318,1,0
24,57122,78815,0,0
31,13596,89294,1,0
26,95911,50691,0,0
27,46332,16525,0,0
26,51561,31906,0,0
37,73198,42183,1,0
21,5345,66596,1,0
32,91670,84815,1,0
22,88645,99904,1,1
26,59625,70566,1,1
37,31568,81210,0,0
20,18995,58867,1,0
23,54588,26253,0,0
24,18415,66529,1,0
34,38031,71695,1,0
22,4627,56236,1,0
26,18836,30134,0,0
21,18591,62362,0,0
37,16742,45476,0,0
23,26056,40610,0,0
38,22350,17509,0,0
28,82433,90620,1,1
24,34887,5712,1,0
21,89299,83858,0,0
36,25437,95730,0,0
20,8113,31815,1,0
32,65763,29010,1,0
23,15909,58407,0,0
35,62519,38389,0,0
24,68566,3590,0,0
33,48283,26225,0,0
25,61781,54525,1,1
37,64452,27909,0,0
25,10698,4345,1,0
21,19315,19637,0,0
36,73638,64581,1,0
29,38394,40264,1,0
30,94193,52528,0,0
37,88360,80227,1,0
34,69440,83501,1,0
36,12658,62017,0,0
20,43052,19055,1,0
35,54520,75775,1,0
33,10722,84158,1,0
37,10704,92278,1,0
33,28773,92903,0,0
36,30946,64595,0,0
28,75913,34178,0,0
26,56419,20508,1,0
35,93238,7214,0,0
26,88308,79326,0,0
24,52811,98785,0,0
28,21446,44640,1,0
40,60726,83822,0,0
22,69662,65897,1,1
27,36002,67504,0,0
38,95405,70362,0,0
24,77701,36465,0,0
34,75770,30749,1,0
38,51989,59910,1,0
22,6776,82726,0,0
25,36960,28734,0,0
32,14738,98851,1,0
27,82460,78333,0,0
35,95174,10225,1,0
38,2598,85946,0,0
37,70130,54714,1,0
37,68756,88851,1,0
24,6888,41936,1,0
24,26389,20732,0,0
22,20042,83420,0,0
36,76547,62582,0,0
34,10622,48771,0,0
31,58110,33736,0,0
25,54652,23630,1,0
33,2589,7247,0,0
32,14412,40248,1,0
25,63915,21504,0,0
33,63642,60550,1,0
34,98262,76723,0,0
24,15050,28445,1,0
38,40333,87983,0,0
40,70488,45272,0,0
40,32044,44742,0,0
35,80040,62248,0,0
21,9534,78288,1,0
21,4049,86185,1,0
22,82572,66332,0,0
28,70816,25539,1,0
20,61006,61839,1,1
30,32444,40471,0,0
29,95882,29979,1,0
24,50472,96689,0,0
21,4832,64437,1,0
38,42501,8673,0,0
31,4457,41838,0,0
23,68543,97956,0,0
22,5753,18372,0,0
34,69795,89190,1,0
23,45428,11094,1,0
24,3268,54739,1,0
36,29142,45205,0,0
39,96095,68567,1,0
38,48322,68670,0,0
26,50145,52741,1,1
20,71697,73099,1,1
33,91441,19815,0,0
35,95361,66024,1,0
20,4965,14827,1,0
22,14194,63249,0,0
33,99844,65146,1,0
23,88454,43810,1,1
24,19540,13364,1,0
27,80647,90585,1,1
27,73334,55745,1,1
37,32432,59265,1,0
35,18586,1495,1,0
29,72445,80336,1,1
37,51828,19622,0,0
33,58442,50274,1,0
23,85223,60053,0,0
30,21203,35045,1,0
34,52053,68443,0,0
25,84375,84498,0,0
36,88829,34354,0,0
23,46899,61523,1,0
29,95307,51602,1,1
24,5475,80350,0,0
27,56232,20964,1,0
25,28979,14602,0,0
29,23730,3233,1,0
20,70720,10499,1,0
32,93936,26413,0,0
30,18593,19346,0,0
35,27846,59596,1,0
21,3390,55584,0,0
35,96530,93182,0,0
37,2944,10942,1,0
32,13131,9727,1,0
33,96128,69879,1,0
36,30547,15666,1,0
28,1170,14097,1,0
25,3706,5016,1,0
28,15922,91491,0,0
35,87511,69058,0,0
40,78321,27181,1,0
26,54668,35723,1,0
24,17586,84801,0,0
33,24187,86705,1,0
40,21232,20069,1,0
22,21504,21826,1,0
27,17748,97875,0,0
25,3711,85419,0,0
34,10638,80083,0,0
27,35702,97635,0,0
23,15251,3102,0,0
21,71600,82420,0,0
28,1911,85430,1,0
32,50101,60421,0,0
30,75207,98667,0,0
40,25974,49621,1,0
38,91468,54818,1,0
33,19193,52427,1,0
27,34470,10476,1,0
20,8228,67540,1,0
22,17822,72412,0,0
23,38133,86624,0,0
23,13601,58727,0,0
33,43378,71647,1,0
20,30677,72532,1,0
22,60532,90116,1,1
34,92832,21697,0,0
34,69260,90087,1,0
22,92053,35431,1,0
38,81897,31004,1,0
28,5000,78892,1,0
39,18352,74755,0,0
39,82239,7746,0,0
21,47036,86727,0,0
40,87479,78452,0,0
40,57900,50733,1,0
27,80881,51507,1,1
29,16444,72710,1,0
34,88358,66078,1,0
35,73280,86310,0,0
30,51598,90439,0,0
25,47685,80680,1,0
21,51195,69092,0,0
34,46224,91532,0,0
27,29083,45817,0,0
21,78341,51246,1,1
28,24558,91666,0,0
34,91056,35284,0,0
34,28735,12320,1,0
23,62221,84150,1,1
34,52921,94256,0,0
26,44216,37358,0,0
29,4570,58917,1,0
23,34884,64749,1,0
35,61152,82254,0,0
22,24970,86770,1,0
33,74965,91709,1,0
36,93447,59957,1,0
31,19474,55909,1,0
23,22025,38139,0,0
25,6777,53596,1,0
26,84367,15670,0,0
21,94423,61853,0,0
39,8876,78951,0,0
22,10598,52585,1,0
22,12009,94321,0,0
26,37402,73953,0,0
24,91204,96825,0,0
40,33886,61606,1,0
32,1260,10940,1,0
31,7416,84338,1,0
29,48888,7639,0,0
24,33807,81813,0,0
20,8132,4242,1,0
25,92693,52178,1,1
37,30273,73393,0,0
25,95059,89980,0,0
27,33560,35710,0,0
25,32162,30169,1,0
21,20770,70679,0,0
21,43743,97518,1,0
29,90749,31386,1,0
23,80642,47355,1,1
28,29254,73678,0,0
22,59963,80145,1,1
36,19556,35650,0,0
35,30007,3785,1,0
40,39141,60023,1,0
39,27772,49257,1,0
35,48591,90330,0,0
28,50793,22217,0,0
29,57080,42499,0,0
34,93178,17256,1,0
31,65219,15330,0,0
36,40894,26609,0,0
37,37954,28645,0,0
22,90572,11736,0,0
39,79485,13490,0,0
35,15948,20586,0,0
38,56945,50378,1,0
39,89331,68412,1,0
30,52177,57015,0,0
24,54479,66063,1,1
33,94682,17308,0,0
40,63873,12343,1,0
32,85205,53512,0,0
34,47393,71967,1,0
32,28221,67530,1,0
23,17086,63857,1,0
37,17200,49362,0,0
33,43471,54209,0,0
29,97165,24763,1,0
32,34376,2552,0,0
36,15603,30964,0,0
34,34036,78644,0,0
22,68094,52418,1,1
36,21947,28283,0,0
23,78971,80719,1,1
27,65508,84064,0,0
37,52249,5009,0,0
32,42422,91286,1,0
32,86008,22205,0,0
26,18383,93589,1,0
29,17911,28329,1,0
20,83591,56005,1,1
26,73536,2269,0,0
34,17006,19536,0,0
29,44477,73671,0,0
35,7065,6351,1,0
28,50681,93052,1,1
36,63884,36951,1,0
26,7576,54298,0,0
24,22118,82288,0,0
30,61399,11097,0,0
30,22627,66900,1,0
23,39689,16830,1,0
27,38202,91867,0,0
24,63671,56763,1,1
37,36027,70678,0,0
36,26591,4231,1,0
38,15407,34637,1,0
30,34971,6453,0,0
31,10315,97834,0,0
33,20598,5835,0,0
26,43225,38329,0,0
21,47646,44246,0,0
30,74995,77675,0,0
30,50758,81920,1,0
37,31963,40014,0,0
40,7153,11166,1,0
39,42965,37315,1,0
29,59234,28057,1,0
37,91108,27398,0,0
23,70346,10884,1,0
25,33364,84251,0,0
24,95952,46791,1,1
30,17239,43015,1,0
27,96901,18084,0,0
20,18305,77883,0,0
25,4898,4289,1,0
29,5519,4798,1,0
25,32923,39445,0,0
25,9848,82349,1,0
32,1254,47665,0,0
30,81611,57078,0,0
40,60221,5657,0,0
40,66124,32317,1,0
32,29783,87620,0,0
33,86729,86494,1,0
28,50989,87540,1,1
36,98890,17895,1,0
29,74595,56513,1,1
39,40592,64867,0,0
32,65694,42120,1,0
25,21242,30073,0,0
25,95013,25553,1,0
38,29857,33008,0,0
35,64511,66850,1,0
25,83536,61609,1,1
38,66078,5780,1,0
25,66118,23621,1,0
29,35100,42113,1,0
22,76649,81146,1,1
26,22126,41566,1,0
23,59877,91732,0,0
25,65550,82359,1,1
39,45616,83796,0,0
37,51417,3792,1,0
31,74192,97165,0,0
20,98308,77588,1,1
30,19238,96711,0,0
31,93687,42808,1,0
25,95127,9939,1,0
37,15959,29399,0,0
38,56144,44604,0,0
40,33330,90500,1,0
31,23259,63194,0,0
40,39863,80293,1,0
24,22740,73296,1,0
28,28099,56621,0,0
27,20710,91979,0,0
27,1796,97588,0,0
34,99152,17269,0,0
20,53634,2638,0,0
33,45932,84768,1,0
39,42810,80141,1,0
38,16706,50594,0,0
26,42337,16845,0,0
24,34353,2003,1,0
31,55662,87341,0,0
31,93910,88365,1,0
29,77253,82195,0,0
37,61037,89444,1,0
27,14550,9187,1,0
25,34974,37022,0,0
34,43647,80979,1,0
34,64223,95125,0,0
22,50150,2055,0,0
24,52589,27040,1,0
39,63396,1139,0,0
33,96108,42250,0,0
23,92443,49875,0,0
31,96936,90814,0,0
35,85064,96089,0,0
40,83311,16598,1,0
38,72611,96972,1,0
25,7781,21109,1,0
25,25217,30647,0,0
30,17943,70968,0,0
27,42345,64992,1,0
34,65763,28809,0,0
25,24652,11744,1,0
39,73957,17262,0,0
40,8381,17339,0,0
28,88842,91322,0,0
22,18584,63982,1,0
30,48423,21258,1,0
23,34384,47555,1,0
29,78214,22049,0,0
31,5156,76444,1,0
39,53076,13948,1,0
35,6860,53857,1,0
33,29563,14835,0,0
30,6715,95696,0,0
32,2151,40755,1,0
38,27655,9699,1,0
37,50517,16912,0,0
27,88617,84433,0,0
38,33468,77202,0,0
23,99841,75289,0,0
21,12957,22706,0,0
31,80270,48062,0,0
30,74360,8776,0,0
31,21391,32994,1,0
27,70977,99261,0,0
35,22020,66305,1,0
39,61238,52622,0,0
22,56490,52989,0,0
25,86155,41705,1,1
36,21971,71461,0,0
30,40226,40568,1,0
34,51997,25548,0,0
35,43807,84108,0,0
34,98190,31729,1,0
39,33965,6864,0,0
22,54017,10657,1,0
35,36257,38299,1,0
30,9405,6884,0,0
38,37134,83491,1,0
22,86408,93450,0,0
31,45249,18508,0,0
34,17194,77834,1,0
40,79662,36684,1,0
28,11585,57094,1,0
23,16688,11061,1,0
27,11111,58045,1,0
21,1409,99887,1,0
27,61291,29870,0,0
40,13652,80303,0,0
40,59528,74904,0,0
28,21596,32222,1,0
26,83480,27842,1,0
21,77106,61771,0,0
25,95592,25508,1,0
37,75234,34559,0,0
34,98850,21045,0,0
39,58380,47534,0,0
31,7756,60372,0,0
26,38184,46861,0,0
24,86658,23163,0,0
28,88245,5267,0,0
25,11132,33382,1,0
22,15197,95769,0,0
21,44762,42877,0,0
35,60584,58631,1,0
30,45669,82044,1,0
21,2640,52244,1,0
21,49489,59000,1,0
23,48553,76091,0,0
32,25785,28558,1,0
29,31656,80921,0,0
24,4554,38926,1,0
35,53169,51062,0,0
28,22553,59716,1,0
31,50731,55789,1,0
28,7495,55703,1,0
24,90467,46988,0,0
38,90488,45187,0,0
23,88311,12110,0,0
27,29213,51690,0,0
32,1710,23558,1,0
26,27033,21292,1,0
24,83088,97206,0,0
29,20278,72788,0,0
29,88971,10397,1,0
26,92347,7636,0,0
40,87457,1657,1,0
35,80026,28123,1,0
20,91934,23581,0,0
25,45230,57611,1,0
23,59182,82497,0,0
22,59352,63699,0,0
31,54036,78239,0,0
40,24069,53443,0,0
23,68093,41928,0,0
35,68619,15015,0,0
33,63832,52306,1,0
31,73276,46288,1,0
31,19082,46647,0,0
25,64898,7905,1,0
21,65750,18553,1,0
30,31081,46427,0,0
34,22959,63452,1,0
22,80984,6082,1,0
39,86960,53772,1,0
26,45835,89587,1,0
31,87514,70908,0,0
27,13828,3306,0,0
37,46721,39960,1,0
35,44794,51646,0,0
25,31509,57281,1,0
39,35995,20589,1,0
35,99558,65641,1,0
26,72496,78360,1,1
34,74621,38996,1,0
40,26022,7825,0,0
40,32175,27344,1,0
34,41911,85262,0,0
37,79811,19930,0,0
20,43952,85461,1,0
40,5699,22388,1,0
36,91816,86484,1,0
37,15761,27916,1,0
28,86095,38407,0,0
23,55245,33529,0,0
27,72480,14872,0,0
24,79443,81647,0,0
39,98572,34601,1,0
25,53305,57131,1,1
23,49742,44295,1,0
35,67980,19296,1,0
38,63041,39660,0,0
25,3541,86633,1,0
23,23245,89344,1,0
35,83133,83073,1,0
24,77552,8565,0,0
40,77048,29946,0,0
27,62444,6157,0,0
28,56007,57303,0,0
21,17764,44311,0,0
25,66902,57226,0,0
38,26977,31186,0,0
33,93999,8502,0,0
24,83222,17510,1,0
39,47976,70793,0,0
28,97485,90130,1,1
22,32926,84124,0,0
27,92456,34864,1,0
35,68095,84832,0,0
25,61095,7770,0,0
27,40245,21572,0,0
37,87694,13835,1,0
39,2795,63845,1,0
29,52227,30471,0,0
30,76131,3446,0,0
30,18845,27395,1,0
38,65777,6283,1,0
40,97032,69650,1,0
29,75162,69231,1,1
32,81158,47509,0,0
29,28927,14058,0,0
28,18445,1429,1,0
38,2911,10394,0,0
39,58536,8536,1,0
31,91372,45721,1,0
20,40298,67406,1,0
22,86514,83518,0,0
29,77452,15998,0,0
21,11228,65094,0,0
29,53433,20156,1,0
30,82968,23558,0,0
24,53692,15624,1,0
30,72195,31526,0,0
22,5268,84706,0,0
24,5205,38115,0,0
21,6158,31513,0,0
23,33602,40492,1,0
20,42583,82650,1,0
23,37413,90501,0,0
34,99903,14296,1,0
27,18623,11045,0,0
39,68564,6457,1,0
25,80632,99302,1,1
35,66523,13023,1,0
34,2715,9032,1,0
22,4633,32456,1,0
27,98811,29170,1,0
33,88191,13218,0,0
20,84408,17364,1,0
20,60042,8585,1,0
27,23457,43002,1,0
32,2291,45422,0,0
38,26746,54585,0,0
30,79105,4598,0,0
34,72204,84489,0,0
26,3183,26561,0,0
27,76917,81943,0,0
32,2985,13656,0,0
24,20869,98938,1,0
37,18976,57615,0,0
21,94151,38504,1,0
30,40241,43739,0,0
27,85486,12626,1,0
35,41115,77885,1,0
27,72515,84882,1,1
25,98073,58137,0,0
34,7258,65131,1,0
35,1001,15495,1,0
36,78762,40285,0,0
20,41785,87004,1,0
33,95970,93264,1,0
35,25342,85759,1,0
21,12341,32619,0,0
33,66114,40555,1,0
20,72911,71577,0,0
38,86394,78687,0,0
27,42932,16745,1,0
37,20500,92219,1,0
36,75981,3822,0,0
31,45335,5940,0,0
34,73202,28076,0,0
38,87387,80915,0,0
32,69269,83894,1,0
39,94136,77821,1,0
30,27704,47882,0,0
26,95307,82669,1,1
25,60662,63732,0,0
40,9328,39157,1,0
37,19890,23549,0,0
38,21961,29167,0,0
26,52850,40625,0,0
28,40840,2792,1,0
28,63273,14314,1,0
38,6326,86163,0,0
22,39204,56099,1,0
21,27763,37503,1,0
37,64475,25745,0,0
28,78567,20567,0,0
26,32111,66993,1,0
27,11397,7984,0,0
29,1926,35384,0,0
39,51466,6563,0,0
39,94299,66133,1,0
22,65343,84242,1,1
26,97097,85792,1,1
35,73866,76386,1,0
20,6581,32278,1,0
28,13136,35387,0,0
22,94969,53544,1,1
27,94853,55180,1,1
40,88220,8049,0,0
39,1613,84465,0,0
35,37380,43695,0,0
26,35612,64047,1,0
25,57747,27486,0,0
36,33714,63582,1,0
29,25856,15177,0,0
39,56528,69598,1,0
30,51183,47194,0,0
23,22604,21677,0,0
32,80960,9752,0,0
38,25007,94056,1,0
30,55847,1313,0,0
21,25432,95088,0,0
27,24261,36948,1,0
26,88839,68956,0,0
27,48221,9782,0,0
39,25404,70061,1,0
24,88873,57124,0,0
28,7101,5998,1,0
35,43656,33470,1,0
33,61094,33099,0,0
37,54335,18610,0,0
25,27548,92262,1,0
31,25198,30708,0,0
23,73908,78822,0,0
37,30320,2621,1,0
34,44747,65508,1,0
39,79162,45543,0,0
23,20076,3025,1,0
35,74323,45041,0,0
26,48985,4612,0,0
25,88071,30918,0,0
38,68316,51114,0,0
20,32005,43362,0,0
37,67633,58324,1,0
29,25236,47804,1,0
21,93619,43220,0,0
27,64065,8238,0,0
37,19597,53854,1,0
33,23061,8308,0,0
29,46550,43805,1,0
26,64668,66811,0,0
22,67144,26346,0,0
22,59022,41618,1,1
24,40376,30307,1,0
34,59750,19856,1,0
31,56689,72826,1,0
36,65195,1464,1,0
31,74264,19335,0,0
26,4133,88379,1,0
29,47787,83365,1,0
38,16358,75433,1,0
29,28587,63417,1,0
23,16565,27734,1,0
32,31143,99790,0,0
27,70838,18483,1,0
25,74152,16997,1,0
33,29355,56956,0,0
35,4714,44022,0,0
36,9776,31384,0,0
36,57703,83215,1,0
33,93495,66145,1,0
37,34233,68853,1,0
34,41204,42792,1,0
38,25318,2187,0,0
34,83647,99300,1,0
40,77702,27858,0,0
40,65722,47384,1,0
25,32460,11097,1,0
35,65237,26466,1,0
28,56414,77306,0,0
33,27471,27059,1,0
35,75463,40936,0,0
32,67663,52450,0,0
33,15905,82033,0,0
30,31952,47465,0,0
33,76577,56265,0,0
32,82334,56828,0,0
36,77744,34600,0,0
21,43954,42690,1,0
27,58391,12322,1,0
36,39660,55536,1,0
39,76324,92660,1,0
27,91593,49135,1,1
27,50076,30382,0,0
24,52615,36221,1,0
29,6093,21899,1,0
39,12297,11278,1,0
40,53764,56989,1,0
24,32016,70204,0,0
24,33504,55385,0,0
22,63012,94249,0,0
29,47554,68120,0,0
25,81656,43658,0,0
22,4475,45708,0,0
27,32348,37569,0,0
39,37682,1449,0,0
37,43713,58021,1,0
28,11932,71177,1,0
37,90679,75435,1,0
36,41108,12092,1,0
28,4909,54700,1,0
20,63063,18688,0,0
24,98108,81060,1,1
37,17731,97243,0,0
36,4498,9419,0,0
37,91427,35209,1,0
21,18925,38587,0,0
33,17947,2026,0,0
30,70201,80104,0,0
26,23924,48580,1,0
21,41274,27888,1,0
26,27449,51850,0,0
31,24991,98040,1,0
25,94145,76007,0,0
26,34790,21002,1,0
33,26928,56504,1,0
31,43465,3949,0,0
30,45721,89948,1,0
39,38038,25495,0,0
22,45311,78540,1,0
24,77713,34700,0,0
34,88592,80913,0,0
36,25221,13774,0,0
29,39787,27546,0,0
24,55933,67282,0,0
32,7554,14393,1,0
38,40103,20549,0,0
23,51025,26650,1,0
36,76016,95213,0,0
21,62392,66120,1,1
24,3547,68998,1,0
34,66029,27782,1,0
29,86957,3942,1,0
26,9319,14802,1,0
34,82486,31154,0,0
22,33491,41636,0,0
20,55016,34769,0,0
20,6600,15875,1,0
